Date,restaurant_id,Churn Reasons,Churn Remarks,New Remarks
07-Aug-25,348846,Not Connected Brand,Not connected,Not connected
07-Aug-25,353616,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
07-Aug-25,345598,Permanently Closed (Outlet/brand),As this outlet was in airport the brand has closed multiple different outlets located in the Airport.,As this outlet was in airport the brand has closed multiple different outlets located in the Airport.
07-Aug-25,318133,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
07-Aug-25,355137,Permanently Closed (Outlet/brand),Outlet operations have been closed. New id has been taken in its place,Outlet operations have been closed. New id has been taken in its place
07-Aug-25,143342,Permanently Closed (Outlet/brand),0,
07-Aug-25,140402,Switched to Another POS,Using their own application,Using their own application 
07-Aug-25,129908,Permanently Closed (Outlet/brand),Ownership Transferred,Ownership Transferred
07-Aug-25,11893,Permanently Closed (Outlet/brand),The brand has closed their retail business and closed all outlets now owner is focused on export business.,The brand has closed their retail business and closed all outlets now owner is focused on export business.
07-Aug-25,78301,Ownership Transferred,Removed from franchise,Removed from franchise
07-Aug-25,87252,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
07-Aug-25,338761,Permanently Closed (Outlet/brand),He is planning to shift to new software for bill modification,He is planning to shift to new software for bill modification
07-Aug-25,101886,Event Account / Demo Account,"This is a training POS, the brand use it during the training time.","This is a training POS, the brand use it during the training time."
07-Aug-25,389055,Permanently Closed (Outlet/brand),Relocation ongoing. They will use this id later on,Relocation ongoing
07-Aug-25,364319,Permanently Closed (Outlet/brand),Franchise outlet closed permanently due to non performance,Franchise outlet closed permanently due to non performance
07-Aug-25,322575,Permanently Closed (Outlet/brand),Outlet operations have been closed. New id has been taken in its place,Outlet operations have been closed. New id has been taken in its place
07-Aug-25,135019,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
07-Aug-25,154452,Permanently Closed (Outlet/brand),KAM needs to respond,KAM needs to respond
07-Aug-25,318067,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
07-Aug-25,345203,Permanently Closed (Outlet/brand),"As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that most of the outlet owners have shifted abroad and have decided not to continue with CSB.","As confirmed with Diya and Dhruvi, who are the Key Account Managers from the brand, they have informed us that most of the outlet owners have shifted abroad and have decided not to continue with CSB."
07-Aug-25,83879,Permanently Closed (Outlet/brand),Outlet closed due to operational issues.,Temporary closed due to operational issues.
08-Aug-25,64444,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
08-Aug-25,320865,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Aug-25,139822,Permanently Closed (Outlet/brand),The franchises has been closed,The franchises has been closed
08-Aug-25,353410,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Aug-25,143882,Switched to Another POS,Switched to Another POS (Posist) due to inventory,Switched to Another POS (Posist) due to inventory
08-Aug-25,152775,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
08-Aug-25,113006,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Aug-25,154185,Switched to Another POS,Brand is shifted to another POS Urban Piper as per managements call and currently not connected with the brand,Brand is shifted to another POS Urban Piper  as per managements call and currently not connected with the brand
08-Aug-25,145335,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Aug-25,145438,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Aug-25,157099,Permanently Closed (Outlet/brand),Outlet operations have been closed and integrations have been shifted to new ids,Outlet operations have been closed and integrations have been shifted to new ids
08-Aug-25,362923,Permanently Closed (Outlet/brand),Outlet operations have been closed,Outlet operations have been closed
08-Aug-25,365357,Permanently Closed (Outlet/brand),Permanently Closed,Permanently Closed 
08-Aug-25,366976,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
08-Aug-25,113011,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Aug-25,322581,Event Account / Demo Account,Event Account / Demo Account,Event Account / Demo Account
08-Aug-25,322569,Event Account / Demo Account,Event Account / Demo Account,Event Account / Demo Account
08-Aug-25,153282,Permanently Closed (Outlet/brand),Permanently Closed Outlet,Temporarily Closed (Renovation / Relocation/Internet issue)
08-Aug-25,45710,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
08-Aug-25,110528,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
08-Aug-25,344613,Permanently Closed (Outlet/brand),The franchise is not performing well and it is acquired by another brand and all the active outlet is on Petpooja.,The franchise is not performing well and it is acquired by another brand and all the active outlet is on Petpooja.
11-Aug-25,104421,Permanently Closed (Outlet/brand),0,
11-Aug-25,142133,Permanently Closed (Outlet/brand),will be using after 2 weeks,will be using after 2 weeks
11-Aug-25,115358,Permanently Closed (Outlet/brand),Due to low sales over the location They have decided to closed that outlets.,Due to low sales over the location They have decided to closed that outlets.
11-Aug-25,389440,Ownership Transferred,Removed from franchise,Removed from franchise
11-Aug-25,11891,Permanently Closed (Outlet/brand),The brand has closed their retail business and closed all outlets now owner is focused on export business.,The brand has closed their retail business and closed all outlets now owner is focused on export business.
11-Aug-25,149880,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
11-Aug-25,324614,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
11-Aug-25,144284,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
11-Aug-25,135449,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
11-Aug-25,116663,Permanently Closed (Outlet/brand),Outlet closed due to low sales,Outlet closed due to low sales
11-Aug-25,89650,Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand),Permanently Closed (Outlet/brand)
11-Aug-25,134054,Permanently Closed (Outlet/brand),There is no prorper POC and franchise has removed from the,There is no prorper POC and franchise has removed from the
11-Aug-25,70659,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
11-Aug-25,86956,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
11-Aug-25,337036,Permanently Closed (Outlet/brand),Outlet deleted by the owner on 18 Nov 2025,Outlet deleted by the owner on 18 Nov 2025
11-Aug-25,61107,Permanently Closed (Outlet/brand),0,
11-Aug-25,83036,Outlet once out of Sync- now Active,Outlet has been synced now,Outlet has been synced now
11-Aug-25,146048,Permanently Closed (Outlet/brand),"As confirmed by POC, The outlets are permanently closed due to low sales.","As confirmed by POC, The outlets are permanently closed due to low sales. "
11-Aug-25,89017,Permanently Closed (Outlet/brand),Ownership transffered,Ownership transffered 
11-Aug-25,338141,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
11-Aug-25,320601,Permanently Closed (Outlet/brand),The outlet has been permanently closed as it wasn't performing well.,The outlet has been permanently closed as it wasn't performing well.
11-Aug-25,123779,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness
11-Aug-25,314436,Permanently Closed (Outlet/brand),Due to low sales,Due to low sales
11-Aug-25,339442,Permanently Closed (Outlet/brand),Low Buisness,Low Buisness 
11-Aug-25,335946,Permanently Closed (Outlet/brand),"They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets.","They Don't use POSS, If they Got an order than only they sync the system and all the Ids which are not sync from last 6 Months that are closed outlets."
11-Aug-25,364302,Not Connected Brand,Temporarily Closed (Renovation / Relocation/Internet issue),Temporarily Closed (Renovation / Relocation/Internet issue)
11-Aug-25,136842,Permanently Closed (Outlet/brand),Outlet is permanently closed due to non performance,Outlet is permanently closed due to non performance
